Gene Name,Classification ID,Cluster_Top_Terms
RAMP2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SNCA,7,"Positive Regulation Of Vesicle Fusion (GO:0031340) | Synaptic Transmission, Dopaminergic (GO:0001963) | Regulation Of Inositol Phosphate Biosynthetic Process (GO:0010919)"
DDIT3,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
CSPG4,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
GKN2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
BANK1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CD247,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
MS4A1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
LEF1,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
CD3D,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CD28,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
GZMK,-1,
CD3G,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
MAL,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
RSPO3,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CD274,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CFTR,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
KLRB1,-1,
TP63,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
TOP2A,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
LTB,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
FAP,-1,
COL4A3,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
LCK,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CA4,-1,
TREM2,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
HEY1,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
TNFRSF13C,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CDH26,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
MUC5AC,-1,
CD27,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
KRT14,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
UQCRHL,-1,
LPAR2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CDK1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
TGFB2,2,Positive Regulation Of Blood Circulation (GO:1903524) | Pharyngeal Arch Artery Morphogenesis (GO:0061626) | Gland Morphogenesis (GO:0022612)
MKI67,-1,
FGF10,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
APLNR,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
DCTPP1,-1,
BMP4,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
SNAI1,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
WNT2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CREB3L4,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
FCER1A,-1,
NOX4,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ELN,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
